train_id,name,item_condition_id,brand_name,price,shipping,item_description,category_1,category_2,category_3,log_price,ship_chr,brand,model,year,origin_price ($),origin_price_sub_min,origin_price_sub_median,memory(GB),CPU (type),new_cpu,CPU (GHz),OS version,screen inch,storage (GB),cellular (YN),accessories (YN),accessories,locked (YN),etc,cpu_cnt,GHz,ship_fee_included
611915,*Sale* Ipad gen 2 32G,2,Apple,116,0,"In good condition no scratches,no flaws! #1 owner,32 G",Electronics,Computers & Tablets,iPad,4.753590191,paid,Apple,Ipad 2,2011.0,599,599.0,599.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 4.3,9.7,32.0,N,N,,N,,2.0,1.0,Yes
612076,iPad 3rd Generation,1,Apple,60,0,It comes with charger. Cube is [rm] extra,Electronics,Computers & Tablets,iPad,4.094344562,paid,Apple,iPad 3,2012.0,499,499.0,499.0,1.0,Apple A5X(Dual core),dual core,1.0 GHz,iOS 5.1,9.7,16.0,N,Y,charger,N,,2.0,1.0,Yes
613086,iPad 2,3,Apple,118,0,Fully functioning iPad 2nd generation. This is an older iPad so it is slower because of updates. Comes with this case and a charger. I do not have the original packaging. Will be cleaned and sanitized before shipping out.,Electronics,Computers & Tablets,iPad,4.770684623999999,paid,Apple,iPad 2,2011.0,499,499.0,499.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 4.3,9.7,16.0,N,Y,charger \ case,N,,2.0,1.0,Yes
615827,Ipad mini 16gb,3,Apple,126,0,Selling my iPad mini because I got a computer and no longer need. Very well kept looks basically new still. [rm] firm so please don't ask any lower!,Electronics,Computers & Tablets,iPad,4.836281907,paid,Apple,Ipad mini ,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,N,,N,,2.0,1.0,Yes
616080,iPad mini 2,2,Apple,161,0,"Comes with pink case, charger, wall plug, and original box Space gray 16gb never used can be connected to cellular provider",Electronics,Computers & Tablets,iPad,5.081404365,paid,Apple,iPad mini 2,2013.0,399,399.0,399.0,1.0,Apple A7(Dual core),dual core,1.3 GHz,iOS 7,7.9,16.0,N,Y,case \ charger \ original box,N,,2.0,1.3,Yes
616148,iPad mini 2 32 gb in perfect condition,2,Apple,181,0,Brand new never used in original box. No flaws whatsoever.,Electronics,Computers & Tablets,iPad,5.1984970310000005,paid,Apple,iPad mini 2,2013.0,499,499.0,499.0,1.0,Apple A7(Dual core),dual core,1.3 GHz,iOS 7,7.9,32.0,N,Y,original box,N,,2.0,1.3,Yes
617925,Ipad air 2 ON HOLD,2,Apple,280,1,"* TAKE TIME TO READ INFO I WILL NOT RESPOND TO MESSAGES ABOUT OBVIOUS QUESTIONS * Barely used ipad air 2 in great condition. 16gb, WIFI version. Has no scratches or dents. Comes witch charger and box",Electronics,Computers & Tablets,iPad,5.634789603,free,Apple,Ipad air 2 ,2014.0,499,499.0,499.0,2.0,Apple A8X(Triple core),triple core,1.5 GHz,iOS 8.1,9.7,16.0,N,Y,charger \ box,N,,3.0,1.5,No
624038,Apple iPad 16GB 3rd gen,2,Apple,129,0,"Perfect condition! No scratches on screen or body Apple iPad 16GB, wifi + Verizon 4G White 3rd generation Charger included Engraved on back-- see photos",Electronics,Computers & Tablets,iPad,4.859812404,paid,Apple,iPad 3,2012.0,629,629.0,629.0,1.0,Apple A5X(Dual core),dual core,1.0 GHz,iOS 5.1,9.7,16.0,Y,Y,charger,N,,2.0,1.0,Yes
625640,iPad Air |Parts Only|,3,Apple,25,1,Has a iCloud I believe. Has a crack in the screen as u can see a lil in the picture,Electronics,Computers & Tablets,iPad,3.218875825,free,Apple,iPad Air ,2013.0,499,499.0,499.0,1.0,Apple A7(Dual core),dual core,1.3 GHz,iOS 7,9.7,16.0,N,N,,N,,2.0,1.3,No
627512,iPad Mini 2 Bundle,2,Apple,146,0,"Comes with iPad mini 16 gb in case with charger and outlet. Also Comes with Bluetooth keyboard and cord and iPad carrying case. Great condition, no marks, or scratches.",Electronics,Computers & Tablets,iPad,4.983606622,paid,Apple,iPad Mini ,2013.0,329,329.0,329.0,0.512,Apple A7(Dual core),dual core,1.3 GHz,iOS 7,7.9,16.0,N,N,Bluetooth keyboard \ case \ charger,N,,2.0,1.3,Yes
630011,iPad Air 16GB WHITE,3,Apple,156,0,Comes with the case! Has one small bump I took a picture up close of. Perfectly functional. Just got a new one so no need for my old one !,Electronics,Computers & Tablets,iPad,5.049856007,paid,Apple,iPad Air,2013.0,499,499.0,499.0,1.0,Dual-core,dual core,1.3 GHz Cyclone,	iOS 7,9.7,16.0,N,Y,case,N,,2.0,1.3,Yes
635179,iPad Air 2,1,Apple,326,0,"Brand new, just never use. Will come in original box and have charger. No scratches or dings. 16GB. Gold color. Will include pink portfolio case and will ship within a day. Wifi + Data options (Can link with a phone number) ! Fed ex shipping for better tracking and insurance.",Electronics,Computers & Tablets,iPad,5.786897381,paid,Apple,iPad Air 2,2014.0,499,499.0,499.0,2.0,Triple-core,triple core,1.5 GHz Typhoon,iOS 8.1,9.7,16.0,N,Y,case,N,,3.0,1.5,Yes
635871,iPad Air 1 - 16gb - free shipping,1,Apple,190,1,Brand new unopened iPad Air. White front silver back. Price is firm.,Electronics,Computers & Tablets,iPad,5.247024072,free,Apple,iPad Air 1 ,2013.0,499,499.0,499.0,1.0,Dual-core,dual core,1.3 GHz Cyclone,iOS 7,9.7,16.0,N,N,,N,,2.0,1.3,No
638918,IPad Air 1st Gen 32GB Read Description,3,Apple,176,0,Serial number DMPLDHVEFK11 Model number A1474 Negotiable IPad Air 1st Gen Pros -32GB -Screen Protector -FREE CASE Cons -Home Button Randomly stopped working. So assistive touch has to be used -No lighting cable or adapter -Has scratches on the back and fades because of old case i had it in Free LifeProof Fre case (I removed the LifeProofs screen protector due to the screen protector being faulty in certain areas) Thats why im adding it in as a gift. This is my personal IPad Air. I have my icloud account on it at this very moment. I will fully wipe this device once purchased. It will be icloud unlocked once purchased. Thanks for your time. If purchased i ask that you please rate me in a timely manner once received if you plan on keeping the device. No one likes to wait to long to be rated,Electronics,Computers & Tablets,iPad,5.170483995,paid,Apple,IPad Air 1,2013.0,599,599.0,599.0,1.0,Dual core,dual core,1.4GHz M7 motion coprocessor,iOS 7,9.7,32.0,N,N,,Y,,2.0,1.4,Yes
639569,iPad mini 2,3,Apple,85,1,16 gb has minor cracks on sides none on screen,Electronics,Computers & Tablets,iPad,4.442651256,free,Apple,iPad mini 2,2013.0,399,399.0,399.0,1.0,Dual-core,dual core,1.3 GHz Cyclone,	iOS 7,7.9,16.0,N,N,,N,,2.0,1.3,No
639588,iPad mini wifi 16gb,3,Apple,116,0,"***PLEASE READ BEFORE PURCHASE*** Side volume button to turn UP volume does not work, however you can manually swipe up on the screen to control the volume just fine. Side button to turn DOWN volume still works fine. Good condition, some minor scratches on the sides like in 3rd pic. Screen still beautiful. Comes with box and 2 covers (pink is the Apple Smart Cover) Does not come with charger. Restored to factory setting. model # MD531LL/A",Electronics,Computers & Tablets,iPad,4.753590191,paid,Apple,iPad mini,2012.0,329,329.0,329.0,0.512,Dual-core?,dual core,1.0 GHz Cortex-A9,iOS 6,7.9,16.0,N,N,,N,,2.0,1.0,Yes
640491,Mint iPad Air 2 Wifi/Cellular 16gb,3,Apple,200,1,"Mint rarely used iPad Air 2 in silver 16GB currently on Verizon Wireless but unlocked for any carrier. No scratches, dings or dents. Battery still holds charge perfectly. Comes with box, charger, wall plug and cover seen in pictures. Upgraded so I no longer need. Fast shipping.",Electronics,Computers & Tablets,iPad,5.298317367,free,Apple, iPad Air 2,2014.0,629,629.0,629.0,2.0,Triple-core ,triple core,1.5 GHz Typhoon,iOS 8.1,9.7,16.0,Y,N,,N,,3.0,1.5,No
643963,IPad,4,Apple,31,0,The screen is cracked witch can be fixed it works perfect just not charged at the moment. If you are interested fill free to ask questions.,Electronics,Computers & Tablets,iPad,3.433987204,paid,Apple,,,,,,,,,,,,,N,N,,N,Unknown (no info),,nan,Yes
645573,2 iPad air for sale,1,Apple,400,1,2 iPad Air 16gb- Theyre brand new still in plastic wrap. [rm] each 15$ for shipping. They're new online for 300+ #ipadair #ipad #apple,Electronics,Computers & Tablets,iPad,5.9914645470000005,free,Apple, iPad air 2,2014.0,499,499.0,499.0,2.0,Triple-core,triple core,1.5 GHz Typhoon,	iOS 8.1,9.7,16.0,N,N,,N,,3.0,1.5,No
646237,"iPad 1st generation 16gb, wifi",4,Apple,65,1,Reset and unlocked. No cracks on screen. Back and sides have dents and show wear and tear. Functional and holds charge.,Electronics,Computers & Tablets,iPad,4.17438727,free,Apple,iPad 1,2010.0,499,499.0,499.0,0.256,single-core,single core,1 GHz ,iOS 4,9.7,16.0,N,N,,N,,1.0,1,No
649913,iPad 2 16gb,3,Apple,81,0,"iPad generation 2, have always used a case with it, screen has no notable scratches, back has two tiny scuffs from use, 16gb. Willing to negotiate price.",Electronics,Computers & Tablets,iPad,4.394449155,paid,Apple,iPad 2,2011.0,499,499.0,499.0,0.512,Dual-core,dual core,1.0 GHz Cortex-A9,	iOS 4,9.7,16.0,N,N,,N,,2.0,1.0,Yes
652549,iPad Mini 32g Silver,2,Apple,100,1,"This iPad Mini is in perfect, new condition. It also comes with the box. It's a Generation 1 and works great. It has had a Zagg screen cover on it since day 1, so there are no scratches on the original screen. It has always been kept in a case, never naked so the back is pristine. You will be getting a great iPad. I got a new iPad Pro, so I don't need this one. ?以밾eck out my other listings for accessories??,Electronics,Computers & Tablets,iPad,4.605170185988092,134.74,131.72,2260000000000.0,,free,Apple
654200,IPad mini first gen,3,Apple,156.0,0,64gb very good condition no charger and no I cloud lock,Electronics,Computers & Tablets,iPad,5.049856007249537,134.74,131.72,2260000000000.0,,paid,Apple
655075,Ipad Mini,3,Apple,65.0,1,Will erase everything when sold. It is wifi only so no need for cellular data. Runs a little slow  but still is in good quality. Comes with case.""",Electronics,Computers & Tablets,iPad,4.17438727,free,Apple, iPad mini 4,2015.0,499,499.0,499.0,2.0,Dual-core,dual core,1.5 GHz Typhoon,iOS 9,7.9,32.0,N,Y,box,N,,2.0,1.5,No
655194,iPad mini 1 model A1432 wifi 16gb,3,Apple,106,1,Used iPad mini color silver some scratchs on housing iCloud unlock comes box not accesories only cable sync thanks,Electronics,Computers & Tablets,iPad,4.663439094,free,Apple,iPad mini1,2012.0,329,329.0,329.0,0.256,	Dual-core,dual core,1.0 GHz Cortex-A9,	iOS 6,7.9,16.0,N,N,,N,,2.0,1.0,No
658793,iPad Air,2,Apple,150,1,"iPad Air with charger and box. I have used it but it's in perfect condition. No scratches or biffs, everything work greats. With 32gb",Electronics,Computers & Tablets,iPad,5.010635294,free,Apple,iPad Air,2013.0,499,499.0,499.0,1.0,Dual-core ,dual core,1.3 GHz Cyclone,	iOS 7,9.7,16.0,N,N,,N,,2.0,1.3,No
661664,IPAD MINI 4 128 GB wifi only,2,Apple,255,1,"I received this for christmas and I rarely used it, it comes with the orange cover and original charger. It is the ipad mini 4 with 128GB Space gray",Electronics,Computers & Tablets,iPad,5.541263545,free,Apple,iPad mini 4,2015.0,599,599.0,599.0,2.0,Dual-core ,dual core,1.5 GHz Typhoon,	iOS 9,7.9,128.0,N,Y,orange cover/charger,N,,2.0,1.5,No
661690,iPad mini 1st Gen 16GB,4,Apple,70,1,"No iCloud, everything works except the upper left corner doesn't respond to touch.",Electronics,Computers & Tablets,iPad,4.248495242,free,Apple, iPad mini,2012.0,329,329.0,329.0,0.512,Dual-core,dual core,1.0 GHz Cortex-A9,	iOS 6,7.9,16.0,N,N,,N,,2.0,1.0,No
661831,Silver 128gb Apple IPad PRO,2,Apple,509,0,"Ive used this maybe once or twice. It's still in near perfect condition and comes with the case you see on it and am extra screen protector. All it's functions are useable it runs smoothly and works perfectly fine. It's 128gb iCloud unlocked and compatible with 4g &a wifi. Only interested buyers please. ""PRICE NEGOTIABLE WITH IN REASON""",Electronics,Computers & Tablets,iPad,6.232448017,paid,Apple,iPad mini 1,2012.0,329,329.0,329.0,0.512,Dual-core ,dual core,1.0 GHz Cortex-A9,	iOS 6,7.9,16.0,N,N,,N,,2.0,1.0,Yes
662671,iPad Air 2,2,Apple,290,1,16 gb Gold Includes original box and OtterBox folio case,Electronics,Computers & Tablets,iPad,5.669880922999999,free,Apple,iPad Air 2,2014.0,699,699.0,699.0,2.0,Triple-core,triple core,1.5 GHz Typhoon,iOS 8.1,9.7,128.0,N,Y,screen protector,Y,,3.0,1.5,No
663359,Apple iPad Air 2 64gb Space Grey,2,Apple,291,0,"iPad Air 2 64gb Space grey Shows no signs of wear Always kept in case Screen always protected by glass cover Unlocked Wi-fi only..NO CELLULAR Comes with black case with Apple logo Extra screen protector iPad Air box..not original box, the box is from a regular iPad Air Charger [rm] obo",Electronics,Computers & Tablets,iPad,5.673323267000001,paid,Apple, iPad Air 2,2014.0,599,599.0,599.0,2.0,Triple-core,triple core,1.5 GHz Typhoon,iOS 8.1,9.7,64.0,N,Y,case,N,,3.0,1.5,Yes
671718,1st Gen Silver wifi Apple IPad 16GB,3,Apple,76,0,"1st generation silver wifi enabled 16GB Apple iPad. iPad is in good shape & works great. See last photo for minor wear on the back. This iPad has been babied & kept in the black case as shown. Case has seen a lot of wear, so I would include it for free with the purchase of the iPad. Buyer must pay shipping as I live rural and there is not a post office nearby. This would be similar to a kindle or nook. Excellent reader and for browsing the Internet on wifi.",Electronics,Computers & Tablets,iPad,4.33073334,paid,Apple,iPad 1,2013.0,499,499.0,499.0,0.256,Dual Core,dual core,1.4GHz,iOS 4,9.7,16.0,N,Y,case,N,,2.0,1.4,Yes
674038,Ipad Mini 3,2,Apple,234,0,"iPad mini 3 comes with everything pictured in great condition everything works great selling because I don't use it anymore comes with box , 2 cases & a charger. Touch ID works as well 16GB space grey",Electronics,Computers & Tablets,iPad,5.455321115,paid,Apple,Ipad Mini 3,2014.0,399,399.0,399.0,1.0,Dual-core ,dual core,1.3 GHz Cyclone,iOS 8.1,7.9,16.0,N,Y,charger/case,N,,2.0,1.3,Yes
675549,iPad mini 16GB Space Gray,2,Apple,174,0,"Gently used, always in a case, has tempered glass screen protector. Excellent condition!! Comes with Belkin case and charger.",Electronics,Computers & Tablets,iPad,5.159055298999999,paid,Apple,iPad mini ,2012.0,329,329.0,329.0,0.512,	Dual-core,dual core,1.0 GHz Cortex-A9,	iOS 6,7.9,16.0,N,Y,charger/case,N,,2.0,1.0,Yes
676871,iPad First Gen 16GB,3,Apple,69,0,This a First generation iPad in great condition works perfectly. Minor scratches from daily use. Comes with a box and a generic chord. The box is not for this specific iPad. But it will keep it safe during shipping or be nice to have for gift giving. Original value most likely [rm].... sells on eBay around [rm]-[rm] make resonance offers please ?釉앺닔,Electronics,Computers & Tablets,iPad,4.234106505,paid,Apple,iPad 1,2010.0,499,499.0,499.0,0.256,single-core,single core,	1.0 GHz Cortex-A8,	iOS 4,9.7,16.0,N,Y,charger/case,N,,1.0,1.0,Yes
676883,Ipad Mini 2 16GB WIFI,2,Apple,131,0,Silver,Electronics,Computers & Tablets,iPad,4.875197323,paid,Apple,Ipad Mini 2,2013.0,399,399.0,399.0,1.0,Dual-core,dual core,1.3 GHz Cyclone,iOS 7,7.9,16.0,N,N,,N,,2.0,1.3,Yes
677477,New iPad mini 2,1,Apple,236,0,Factory sealed iPad Mini 2 32GB Space Gray Plastic got slashed on top of the box where the picture of the iPad is but still remains factory sealed as it is still wrapped in the plastic.,Electronics,Computers & Tablets,iPad,5.463831805,paid,Apple,iPad mini 2,2013.0,629,629.0,629.0,1.0,Apple A7(Dual core),dual core,1.3 GHz,iOS 7,7.9,32.0,N,N,,N,,2.0,1.3,Yes
680522,Gold iPad Air 2,4,Apple,144,0,Needs new screen!!!! Works perfectly!!! Don't use it very much so need it gone,Electronics,Computers & Tablets,iPad,4.9698133,paid,Apple,iPad Air 2,2014.0,499,499.0,499.0,2.0,	Triple-core,triple core,1.5 GHz Typhoon,iOS 8.1,9.7,16.0,N,N,,N,,3.0,1.5,Yes
685335,64GB 2nd Gen iPad,3,Apple,66,0,"Great condition no cracks, few scratches on the screen and everything still works well. This is the 2nd generation iPad with the newest update. It is 64GB so its holds a lot of storage (movies, photos, music) I bought this for around [rm] so you are getting a great deal. Can be set up as a new iPad or restored from an iCloud backup",Electronics,Computers & Tablets,iPad,4.189654742,paid,Apple,iPad 2,2011.0,699,699.0,699.0,0.512,Dual-core,dual core,1.0 GHz Cortex-A9,iOS 4,9.7,64.0,N,N,,N,,2.0,1.0,Yes
687591,ON HOLD IPad 16gb 1st gen,3,Apple,56,0,"Works great for images, music and video. No scratches. Comes with charger. WiFi only.",Electronics,Computers & Tablets,iPad,4.025351691,paid,Apple,iPad 1,2010.0,499,499.0,499.0,0.256,Cortex-A8,single core,	1.0 GHz Cortex-A8,	iOS 4,9.7,16.0,N,Y,charger,N,,1.0,1.0,Yes
694693,iPad Parts Only! Model A1458,5,Apple,31,0,Asking [rm] it is shut out through iCloud. Cannot get pass screen shown! Selling for PARTS ONLY,Electronics,Computers & Tablets,iPad,3.433987204,paid,Apple,,,,,,,,,,,,,N,N,,N,Unknown (no info),,nan,Yes
701640,IPad Mini,2,Apple,131,0,"This is the first generation iPad mini, I purchased it in 2015 for [rm]. It has the white face and silver body, works perfectly but I never use it. Details about the iPad are in the photos. Open to offers but no low balls.",Electronics,Computers & Tablets,iPad,4.875197323,paid,Apple,IPad Mini 1,2012.0,329,329.0,329.0,0.512,	Dual-core,dual core,1.5 GHz Typhoon,	iOS 6,7.9,16.0,N,N,,N,,2.0,1.5,Yes
705114,Perfect - Apple iPad mini 3 16gb,2,Apple,195,1,"Apple iPad mini 3 wifi only 16gb in gold. In like new condition!! Comes with original charger and box. Barely used. Factory reset, iCloud unlocked.",Electronics,Computers & Tablets,iPad,5.272999559,free,Apple,iPad mini 3,2014.0,399,399.0,399.0,1.0,	Dual-core,dual core,1.3 GHz Cyclone,	iOS 8.1,7.9,16.0,N,Y,charger,N,,2.0,1.3,No
705698,iPad 2 - 16 gb,2,Apple,102,1,Great condition! Works great!,Electronics,Computers & Tablets,iPad,4.624972813,free,Apple,iPad 2,2011.0,499,499.0,499.0,0.512,Dual-core,dual core,1.0 GHz Cortex-A9,	iOS 4,9.7,16.0,N,N,,N,,2.0,1.0,No
706585,Apple iPad 3 (64GB+AT&T 4G+Wifi),2,Apple,221,0,"Perfect condition Apple iPad MD368LL/A (64GB, Wi-Fi + AT&T 4G, Black) 3rd Generation. No dents, scratches, or flaws. Rarely used and ready for use immediately. Recently restored and updated to IPad latest firmware. Asking price is [rm] but willing to negotiate for the right price. Comes with a leather case.",Electronics,Computers & Tablets,iPad,5.3981627020000005,paid,Apple, iPad 3,2012.0,699,699.0,699.0,1.0,	Dual-core,dual core,1.0 GHz Cortex-A9,	iOS 5.1	,9.7,64.0,Y,Y,case,N,,2.0,1.0,Yes
706939,iPad 2,2,Apple,106,0,2nd gen Great condition Works great just don't use it anymore 16 gb Comes with charger Doesn't come with box PRICE FIRM NO FREE SHIPPING,Electronics,Computers & Tablets,iPad,4.663439094,paid,Apple,iPad 2,2011.0,499,499.0,499.0,0.512,	Dual-core,dual core, 1.0 GHz Cortex-A9,	iOS 4,9.7,16.0,N,N,,N,,2.0,1.0,Yes
707421,iPad mini 4 (parts only),3,Apple,62,0,64g Not mine selling for friend,Electronics,Computers & Tablets,iPad,4.127134385,paid,Apple,iPad mini 4,2015.0,499,499.0,499.0,2.0,	Dual-core,dual core,1.5 GHz Typhoon,	iOS 9,7.9,64.0,N,N,,Y,,2.0,1.5,Yes
708847,iPad 2 16GB Wifi,3,Apple,91,0,Selling a iPad 2 wifi model .. works great no cosmetic damage .. th side buttons stopped working the volume and power besides that everything else works great. iPad only . I can combine this with any other items I have listed.,Electronics,Computers & Tablets,iPad,4.510859507,paid,Apple,iPad 2,2011.0,499,499.0,499.0,0.512,	Dual-core,dual core,1.0 GHz Cortex-A9,iOS 4,9.7,16.0,N,N,,N,,2.0,1.0,Yes
